id,tweet,label,domain,sentiment,emotion,Severity,Explain
2762,"New Listing! Large 2 Family Home for Sale in #Passaic Park, #NJ #realestate #homesforsale Great Location!… https://t.co/IV4OrLXkMk",0,random_tweet,Positive,other,0,"New Listing! Large 2 Family Home for Sale in #Passaic Park, #NJ #realestate #homesforsale Great Location!…"
2763,Turkey and quinoa make for the perfect meatloaf bites! Don’t believe us? Give this @PerdueChicken recipe a try and… https://t.co/rwZRycWoGW,0,random_tweet,Positive,joy,0,Turkey and quinoa make for the perfect meatloaf bites! Don’t believe us? Give this @PerdueChicken recipe a try and…
2764,New England vs Everybody... #Patriots,0,random_tweet,Neutral,other,0,New England vs Everybody... #Patriots
2765,Soo what had happened was.. https://t.co/fjrD8p5I6b,0,random_tweet,Neutral,other,0,Soo what had happened was..
2766,"@cgatorwade @WLUHoops @WLathletics Hilltopper fans are the Steeler fans of the MEC. �� Seriously, though, it is a gr… https://t.co/5vksVirfNI",0,random_reply,Negative,other,0,"Hilltopper fans are the Steeler fans of the MEC. �� Seriously, though, it is a gr…"
2767,@Illy__V @TheWeekdy_OVOXO https://t.co/bAZbVtIFfp,0,random_reply,Neutral,other,0,no cause
2768,@gvecch_94_ Yes die hard lol but i agree they need to work on defense and bell needs to clean up his act a bit befo… https://t.co/SMDbtdJky0,0,random_reply,Positive,other,0,Yes die hard lol but i agree they need to work on defense and bell needs to clean up his act a bit befo…
2769,@siafalewisnbc Eagles are better team today Still can't believe lack of penalties Refs not a factor at all,0,random_tweet,Positive,surprise,0,Eagles are better team today Still can't believe lack of penalties Refs not a factor at all
2770,How I'm feeling rn https://t.co/w6fdUphQU8,0,random_tweet,Positive,other,0,How I'm feeling rn
2771,�� With a Huge Moscow Mule Mug. https://t.co/EFrRW5387l,0,random_tweet,Positive,other,0,�� With a Huge Moscow Mule Mug.
2772,Why did he write 6 upside down https://t.co/VLnBvwqFUM,0,random_tweet,Neutral,other,0,Why did he write 6 upside down
2773,@DDBS_KeishaB @REBELOFNYC @SHARON_NEEDLES @SwordAndScale https://t.co/7hKrp9kQWc,0,random_reply,Neutral,other,0,no cause
2774,A mood https://t.co/PoAJNTFQiL,0,random_tweet,Neutral,other,0,no cause
2775,@bookd25 I've never heard of either one. This will be my last book of the month so I can try to plan ahead for Febr… https://t.co/3wSX7UvRCp,0,random_reply,Neutral,other,0,I've never heard of either one. This will be my last book of the month so I can try to plan ahead for Febr…
2776,@UbisoftSupport My friend got permanently banned for cheating in rainbow six siege and he never cheats can you look into it?,1,software,Negative,sadness,1,My friend got permanently banned for cheating in rainbow six siege and he never cheats can you look into it?
2777,@UbisoftSupport The division just went offline the servers are down?,1,software,Negative,other,2,The division just went offline the servers are down?
2778,@UbisoftSupport @Rainbow6Game Does blackflag servers connect yet,0,software,Neutral,other,0,Does blackflag servers connect yet
2779,Well someone’s feeling pretty... https://t.co/iZp4kYSKkB,0,random_tweet,Positive,other,0,Well someone’s feeling pretty...
2780,"@UbisoftSupport Still no online/fleet functions Black Flag... come on guys, best practice customer service please.",1,software,neutral,sadness,1,"Still no online/fleet functions Black Flag... come on guys, best practice customer service please."
2781,@UbisoftSupport When will u guys fix the jager glitch,1,software,Neutral,sadness,1,When will u guys fix the jager glitch
2782,@XboxSupport &amp; @UbisoftSupport another glitcher to get into ranked https://t.co/ltyYlzZc5u,1,electronics,Neutral,other,3,another glitcher to get into ranked
2783,@AmazonHelp Maybe I should loop in @UPSHelp,0,retail,Neutral,other,0,Maybe I should loop in
2784,@UbisoftSupport Xbox One its not connecting online at all,1,software,Neutral,sadness,2,Xbox One its not connecting online at all
2785,@UbisoftSupport Still cant connect to r6 siege on pc. Eastern us.,1,software,Neutral,sadness,1,Still cant connect to r6 siege on pc.
2786,@UPS My package was supposed to be here between 1pm &amp; 5pm and I still have yet to receive it... Where is it and where are you? @UPSHelp,1,services,Neutral,anger,4,My package was supposed to be here between 1pm &amp; 5pm and I still have yet to receive it... Where is it and where are you?
2787,"Yo @UbisoftSupport I completed the Vigil aniversary challenge and I never received the Medallion Charm, what should I do?",1,software,neutral,sadness,2,"I completed the Vigil aniversary challenge and I never received the Medallion Charm, what should I do?"
2788,@UbisoftSupport Battleship needs help with achievements not working.,1,software,Positive,other,1,Battleship needs help with achievements not working.
2789,@UPSHelp hey you deliver my stuff today and it's broken!! What can I do? https://t.co/CKTxqogbEL,1,services,Negative,anger,3,hey you deliver my stuff today and it's broken!! What can I do?
2790,"Seems @ups cant figure out if the package is coming, going, if in Ohio or PA. Wow. https://t.co/8jEXhSxKPG",1,services,Positive,anger,2,"cant figure out if the package is coming, going, if in Ohio or PA."
2791,@UPSHelp Package from London to Sydney just rescheduled to 4 days later? Why?,1,services,Neutral,anger,4,Package from London to Sydney just rescheduled to 4 days later? Why?
2792,@UPS This is unacceptable!!! This is how my package arrives? https://t.co/5iPLYaz65J,1,services,Negative,anger,4,This is unacceptable!!! This is how my package arrives?
2793,@ups your website and customer is terrible. Lost my package and locked out my acct. Rep said 4 hrs for a pin # to be sent. What BS,1,services,Negative,anger,4,your website and customer is terrible. Lost my package and locked out my acct. Rep said 4 hrs for a pin # to be sent. What BS
2794,@EHSRAMS We are super proud of RAM Tynee Ridgely for her artwork at the Reginald F. Lewis Museum. #IBproud… https://t.co/ls6TQ6Mewy,0,random_tweet,Positive,joy,0,We are super proud of RAM Tynee Ridgely for her artwork at the Reginald F. Lewis Museum. #IBproud…
2795,Really @UPS?? This is a pretty terrible way to deliver an express envelope... https://t.co/fwngp2F59Z,1,services,Positive,anger,3,This is a pretty terrible way to deliver an express envelope.
2796,@JacyMelillo @NickMelill0 @linds7313 @MelF_cknFoster Currently cringing,0,random_reply,Neutral,sadness,0,Currently cringing
2797,@UPS why do my packages go clearly in the opposite direction just to come back my way??,1,services,Positive,anger,1,why do my packages go clearly in the opposite direction just to come back my way?
2798,"@UPS where is the ""severe"" weather in Houston? https://t.co/awJ28ifn6n",1,services,Negative,anger,1,"where is the ""severe"" weather in Houston?"
2799,@celesteedivine aw thank you!!❣️,0,random_reply,Positive,joy,0,aw thank you!!❣️
2800,@iamValC I’m only a couple years younger than you and it’s crazy how so many things have changed since then. I find… https://t.co/aM2KBOndeB,0,random_reply,Negative,other,0,I’m only a couple years younger than you and it’s crazy how so many things have changed since then. I find…
2801,�� laurelance: make me choose ★ @lancedinah asked chloe decker or mazikeen “Hunting humans is a job. Who... https://t.co/M7jF3urM1W,0,random_tweet,Neutral,other,0,�� laurelance: make me choose ★ @lancedinah asked chloe decker or mazikeen “Hunting humans is a job.
2802,@fernrocks most definitely the latter for me,0,random_reply,Positive,other,0,most definitely the latter for me
2803,"“I want to contribute as much as possible to humanity becoming a multi-planet species,” he said, alluding to a goal… https://t.co/nrmmXx65Gk",0,random_tweet,Positive,other,0,"“I want to contribute as much as possible to humanity becoming a multi-planet species,” he said, alluding to a goal…"
2804,@MIGOP https://t.co/Ra1dy8LrgK Meanwhile Bank of America decides squeezing more money from the poor is a good idea.,0,random_reply,Negative,other,0,Meanwhile Bank of America decides squeezing more money from the poor is a good idea.
2805,@LaydenRobinson Typo: “have THEIR way with”,0,random_reply,Neutral,other,0,Typo: “have THEIR way with”
2806,@PaperFury Lolz this is too funny but all too true!��,0,random_reply,Positive,joy,0,Lolz this is too funny but all too true!��
2807,I miss playing D&amp;D,0,random_tweet,Positive,sadness,0,I miss playing D&amp;D
2808,One thing I will never do as a mother is force my older children to take care of their younger siblings...,0,random_tweet,negative,anger,0,One thing I will never do as a mother is force my older children to take care of their younger siblings...
2809,*This is in no way shade to my parents or any other parents doing it. It’s just something that has to stop*,0,random_reply,Negative,anger,0,*This is in no way shade to my parents or any other parents doing it. It’s just something that has to stop*
2810,"I had to call the WSJ about a problem with my account, the guy proceeded to sing a song about my name and then told… https://t.co/Yl5WRMnJP7",0,random_tweet,Negative,anger,0,"I had to call the WSJ about a problem with my account, the guy proceeded to sing a song about my name and then told…"
2811,For the past month I have been studying for the nclex every week day.. and every day I give myself 1 hour to watch… https://t.co/yxQG3sqSjz,0,random_tweet,Neutral,other,0,For the past month I have been studying for the nclex every week day.. and every day I give myself 1 hour to watch…
2812,"@lowlifemaggot I know right, it's so damn dumb. It's obvious the girl is lying",0,random_reply,Negative,anger,0,"I know right, it's so damn dumb. It's obvious the girl is lying"
2813,"May be I should move back? This city will give poorest $500 a month, no strings attached https://t.co/LB7BIQtyFd",0,random_tweet,Negative,other,0,"May be I should move back? This city will give poorest $500 a month, no strings attached"
2814,@mleigh843 lmao I meant to tag you in this,0,random_reply,Positive,joy,0,lmao I meant to tag you in this
2815,I just added this to my closet on Poshmark: JCREW 3/4 sleeve button down shirt. https://t.co/doEkqycX3V via @poshmarkapp #shopmycloset,0,random_tweet,Neutral,other,0,I just added this to my closet on Poshmark: JCREW 3/4 sleeve button down shirt.
2816,@RussoMichael15 @tyler_olivieri will never get tired of this,0,random_reply,Positive,other,0,will never get tired of this
2817,@940mxUser @KillYourBrand lady Sheldon. /drops mic,0,random_reply,Neutral,other,0,lady Sheldon. /drops mic
2818,@xychelsea why do you still support the military?,0,random_tweet,Positive,other,0,no cause
2819,"@KingJames Congrats on your 30,000 career points.",0,random_tweet,Positive,joy,0,"Congrats on your 30,000 career points."
2820,@JordanPeele I said to myself that if you/the movie got nominated that I would go back and watch #GetOut.,0,random_reply,Neutral,other,0,I said to myself that if you/the movie got nominated that I would go back and watch #GetOut.
2821,@NBCThisisUs They also don’t have words. #iseefaces https://t.co/FBXCXCOXt3,0,random_reply,Neutral,other,0,They also don’t have words. #iseefaces
2822,"@monbeebees Idk honestly, i got the amethyst and citrine from my psychic coworker lol",0,random_reply,Positive,other,0,"Idk honestly, i got the amethyst and citrine from my psychic coworker lol"
2823,@yukky_hetare ( ˘ω˘ ) https://t.co/SrzzO8xgxt,0,random_reply,Neutral,other,0,no cause
2824,@ThreeUKSupport no service in north #London at the moment do you know why ?,1,services,Negative,sadness,3,no service in north #London at the moment do you know why ?
2825,@ThreeUKSupport How do I do that?,0,services,Neutral,other,0,How do I do that?
2826,@realDonaldTrump They are allowed to talk to each other and have opinions.,0,random_reply,Neutral,other,0,They are allowed to talk to each other and have opinions.
